Richard "Groove" Holmes,Misty,e4fe6767023e1087b53bc7acd58079e778d06e7a?cid=e5d3592c12cd45889d547046f5344866,"Groove" HolmesMisty,NULL
The Lullaby Ensemble,Video Killed The Radio Star (Made Famous By The Buggles),731e3ffbbed9bb398c4bc9f17eb6cf2c9674ce19?cid=e5d3592c12cd45889d547046f5344866,The BugglesVideo Killed The Radio Star,NULL
The Buoys,Give Up Your Guns,af6c3d87b8ddf1761040a67a4d7203db86ae8ed5?cid=e5d3592c12cd45889d547046f5344866,The BuoysGive Up Your Guns,NULL
The Buoys,Timothy,e645be3b0c7fc2294eb1baba65bf94803273eb68?cid=e5d3592c12cd45889d547046f5344866,The BuoysTimothy,NULL
The Busters,Bust Out,512acd414cee4ab197562a386cb27709338e9eaf?cid=e5d3592c12cd45889d547046f5344866,The BustersBust Out,NULL
,,,The ButanesDon't Forget I Love You,NULL
,,,The ButterflysGood Night Baby,NULL
The Byrds,5 D (Fifth Dimension) - Single Version,d51ea72c862b329e5b56cdeb62410a1956a8b43a?cid=e5d3592c12cd45889d547046f5344866,The Byrds5 D (Fifth Dimension),NULL
The Byrds,All I Really Want to Do,47206b769ea1804bf4a11861733316d4e4b97665?cid=e5d3592c12cd45889d547046f5344866,The ByrdsAll I Really Want To Do,NULL
The Byrds,Ballad of Easy Rider,8c63e338f5f6a540b84624f556027f1fac46f511?cid=e5d3592c12cd45889d547046f5344866,The ByrdsBallad Of Easy Rider,NULL
The Byrds,Eight Miles High,9b015146f378016b2c4a516e77b81ec25433761f?cid=e5d3592c12cd45889d547046f5344866,The ByrdsEight Miles High,NULL
The Byrds,Goin' Back,035880b14bfded58e97eff49b16a3b34e9be993a?cid=e5d3592c12cd45889d547046f5344866,The ByrdsGoin' Back,NULL
The Byrds,Have You Seen Her Face,1bf933f00f2552e3c1e02dbba4eb855432e32d0d?cid=e5d3592c12cd45889d547046f5344866,The ByrdsHave You Seen Her Face,NULL
The Byrds,It Won't Be Wrong,47588de0cf3d16024c4d2713e63054059db56460?cid=e5d3592c12cd45889d547046f5344866,The ByrdsIt Won't Be Wrong,NULL
The Byrds,Jesus Is Just Alright,e454a7f41945feceba7f8f9cf82d8ca0cbe25800?cid=e5d3592c12cd45889d547046f5344866,The ByrdsJesus Is Just Alright,NULL
The Byrds,Lady Friend - Single Version,64d5214b218149e342ef2d5fe9d496071a98a31d?cid=e5d3592c12cd45889d547046f5344866,The ByrdsLady Friend,NULL
The Byrds,Mr. Spaceman,56204b962fb58fa0c303b14d03185baaf75fcb00?cid=e5d3592c12cd45889d547046f5344866,The ByrdsMr. Spaceman,NULL
,,2147c3bcac56bd48da6e54a5dc3fadf0e79bc5a2?cid=e5d3592c12cd45889d547046f5344866,The ByrdsMr. Tambourine Man,2HCaIYjkvWSZzaSKUoOh3d
The Byrds,My Back Pages,b5a4d12e85bd74a8f77d2d4d3beddbd6916da04e?cid=e5d3592c12cd45889d547046f5344866,The ByrdsMy Back Pages,NULL
The Byrds,Set You Free This Time,f8e9fdbf1677f3cb9e5fde76a2873f08c55e62d2?cid=e5d3592c12cd45889d547046f5344866,The ByrdsSet You Free This Time,NULL
The Byrds,So You Want to Be a Rock 'N' Roll Star,bd9efc2911f982ac9f2b95500df9b32e8a41051d?cid=e5d3592c12cd45889d547046f5344866,The ByrdsSo You Want To Be A Rock 'N' Roll Star,NULL
,,4bf48c135d9de951229c29ef352f809192dcfd71?cid=e5d3592c12cd45889d547046f5344866,The ByrdsTurn! Turn! Turn! (To Everything There Is A Season),5qBqBdfTEIWJwAS0Jm2F5R
The Byrds,You Ain't Going Nowhere,fdaa8a1f61639f859757bf2551687fc92a8cb4fc?cid=e5d3592c12cd45889d547046f5344866,The ByrdsYou Ain't Going Nowhere,NULL
,,,The C.O.D.'sMichael,NULL
,,,The CabooseBlack Hands White Cotton,NULL
The Cadillacs,Peek A Boo,11bf6026ff99c731a74d4acc572be76248760d16?cid=e5d3592c12cd45889d547046f5344866,The CadillacsPeek-A-Boo,NULL
,,,The California RaisinsI Heard It Through The Grapevine,NULL
The Calling,Wherever You Will Go,76ffbec05180b5a2dbc953b5368b020aadbce67d?cid=e5d3592c12cd45889d547046f5344866,The CallingWherever You Will Go,NULL
Michael Been AKA The Call,Let the Day Begin,1a0387380ab945e9ba73e58e71a696e8c2f5e682?cid=e5d3592c12cd45889d547046f5344866,The CallLet The Day Begin,NULL
Michael Been AKA The Call,The Walls Came Down,b44822e1f22e443316cd18d8fdc8ca494340e349?cid=e5d3592c12cd45889d547046f5344866,The CallThe Walls Came Down,NULL
,,,The Cambridge Strings And SingersTheme from Tunes Of Glory,NULL
,,,The CandymenGeorgia Pines,NULL
,,,The Cantina Band (featuring Lou Christie)Summer '81 medley,NULL
The Capitols,Cool Jerk,9df20937f71fefe2588801f9d0be1bafbcb39952?cid=e5d3592c12cd45889d547046f5344866,The CapitolsCool Jerk,NULL
The Capitols,I Got to Handle It,aa906bf1d067db3431e7cfe989a94bb54f5cdaeb?cid=e5d3592c12cd45889d547046f5344866,The CapitolsI Got To Handle It,NULL
The Capitols,We Got a Thing That's in the Groove,e81145833d694ea3d07e4af356e9312e0c5f0929?cid=e5d3592c12cd45889d547046f5344866,The CapitolsWe Got A Thing That's In The Groove,NULL
The Capris,Girl in My Dreams,89efd134c33c7a33be55a460a9b900916f0f7059?cid=e5d3592c12cd45889d547046f5344866,The CaprisGirl In My Dreams,NULL
,,,The CaprisLimbo,NULL
The Capris,There's A Moon Out Tonight,6aed299bb02cb7f27088a760cfc3ae8dfe473975?cid=e5d3592c12cd45889d547046f5344866,The CaprisThere's A Moon Out Tonight,NULL
The Capris,Where I Fell in Love,64ab5d60f79869850311d7fea97c22ab3692958a?cid=e5d3592c12cd45889d547046f5344866,The CaprisWhere I Fell In Love,NULL
,,,The CaravellesHave You Ever Been Lonely (Have You Ever Been Blue),NULL
The Caravelles,You Don't Have to Be a Baby to Cry,a1376097cf3134f6b011bc7698f68d7e095da0d8?cid=e5d3592c12cd45889d547046f5344866,The CaravellesYou Don't Have To Be A Baby To Cry,NULL
,,,The CarefreesWe Love You Beatles,NULL
The Cars,Coming Up On You,c45bf7519d4135b4ebf6af5866fa2fdf127ce8c7?cid=e5d3592c12cd45889d547046f5344866,The CarsComing Up You,NULL
The Cars,Drive,5a37fd1bbe7bd0e6c469d963fe8444a35076c2ee?cid=e5d3592c12cd45889d547046f5344866,The CarsDrive,NULL
The Cars,Good Times Roll,9c7fd93a74a6c47a6c8def7719f580d63b2f31e0?cid=e5d3592c12cd45889d547046f5344866,The CarsGood Times Roll,NULL
The Cars,Hello Again,8e5cb25e61e92bd6d823c0c10529ff67e0719931?cid=e5d3592c12cd45889d547046f5344866,The CarsHello Again,NULL
The Cars,I'm Not the One,f7c26858416bcc6ffee4edf81354e0c9cf0915d3?cid=e5d3592c12cd45889d547046f5344866,The CarsI'm Not The One,NULL
The Cars,It's All I Can Do,fdb29c87a11b390171130a54ee9d38df1c9ef0b4?cid=e5d3592c12cd45889d547046f5344866,The CarsIt's All I Can Do,NULL
The Cars,Just What I Needed,cb5ff40f2a48840a3e8f9b7c12b902cd9f955d79?cid=e5d3592c12cd45889d547046f5344866,The CarsJust What I Needed,NULL
The Cars,Let's Go,e3bdcbcd47ef3f68c9d2863b7ded27f32073630d?cid=e5d3592c12cd45889d547046f5344866,The CarsLet's Go,NULL
The Cars,Magic,03112ece3e8f06defed572f398d0135da355d673?cid=e5d3592c12cd45889d547046f5344866,The CarsMagic,NULL
The Cars,My Best Friend's Girl,76ed92c98e2c31d48c4475c11b13a97068389db7?cid=e5d3592c12cd45889d547046f5344866,The CarsMy Best Friend's Girl,NULL
The Cars,Shake It Up,d9b46e6041c121335f68d3ab17e81e7ab23ab856?cid=e5d3592c12cd45889d547046f5344866,The CarsShake It Up,NULL
The Cars,Since You're Gone,691cf5cfb9099cb51676b9dc01f3154c1a47cc8a?cid=e5d3592c12cd45889d547046f5344866,The CarsSince You're Gone,NULL
The Cars,Strap Me In,7eb0d17eb14c3ed3b82a31e7c4ef44cfc11d2e12?cid=e5d3592c12cd45889d547046f5344866,The CarsStrap Me In,NULL
The Cars,Tonight She Comes,42f747e6a00cb696310b09f5d426fe66e1b71578?cid=e5d3592c12cd45889d547046f5344866,The CarsTonight She Comes,NULL
The Cars,Touch And Go,7b6faab7c509a6e64ca7abeba61ef25ffd07b76a?cid=e5d3592c12cd45889d547046f5344866,The CarsTouch And Go,NULL
The Cars,Why Can't I Have You,c9f4aa67aa47eed44c9b6592b6a8fafff4eaa4a3?cid=e5d3592c12cd45889d547046f5344866,The CarsWhy Can't I Have You,NULL
The Cars,You Are The Girl,413c6276f2d9424ff9203fa5d49a1c193c6368f9?cid=e5d3592c12cd45889d547046f5344866,The CarsYou Are The Girl,NULL
The Cars,You Might Think,085b0b0ec18f0cb3e70d7299f08d3b7060ee6937?cid=e5d3592c12cd45889d547046f5344866,The CarsYou Might Think,NULL
,,,The CartersApes**t,NULL
Tim Carters,The Boss - Remix,4ef5a61bce91c5814bf6d57688e71aec8ccde7ea?cid=e5d3592c12cd45889d547046f5344866,The CartersBoss,NULL
,,,The CartersFriends,NULL
,,,The CartersNice,NULL
,,,The CartersSummer,NULL
The Cascades,For Your Sweet Love,fab52a24ce29f95d93d92bbea2f7e2de125d1204?cid=e5d3592c12cd45889d547046f5344866,The CascadesFor Your Sweet Love,NULL
,,,The CascadesMaybe The Rain Will Fall,NULL
The Cascades,Rhythm Of The Rain,f3161f5f6ab07b65c05ce7f4f33c337956a34e46?cid=e5d3592c12cd45889d547046f5344866,The CascadesRhythm Of The Rain,NULL
The Cascades,Shy Girl,11b6ab6cdf2436cfe17c16584f9925fe65cd5869?cid=e5d3592c12cd45889d547046f5344866,The CascadesShy Girl,NULL
The Cascades,The Last Leaf,62ee90dbf7d734075e3ea79a740917bc889cab0d?cid=e5d3592c12cd45889d547046f5344866,The CascadesThe Last Leaf,NULL
The Casinos,Then You Can Tell Me Goodbye,87b927c37c04c4ab6708739be4bbfeb7cf685910?cid=e5d3592c12cd45889d547046f5344866,The CasinosThen You Can Tell Me Goodbye,NULL
The Caslons,Anniversary Of Love,4c42bbc4a4f715f617c37bf7f11848c48a04398f?cid=e5d3592c12cd45889d547046f5344866,The CaslonsAnniversary Of Love,NULL
The Castaways,|Liar, Liar - Stereo Mix 2019|,9c66752d26f3eb03144048ed81659c0bce25f322?cid=e5d3592c12cd45889d547046f5344866,|The CastawaysLiar, Liar|,NULL
The Castells,Make Believe Wedding,8d7ecdb10fcadb3d5170d7f3a2cf8149d45431b6?cid=e5d3592c12cd45889d547046f5344866,The CastellsMake Believe Wedding,NULL
The Castells,Oh! What It Seemed To Be,b48cbd1b61c7680d830d0b04683685c61c76ac56?cid=e5d3592c12cd45889d547046f5344866,The CastellsOh! What It Seemed To Be,NULL
The Castells,Sacred,4590ec937a2516e42c2f5b7f7cec651b1ee5317e?cid=e5d3592c12cd45889d547046f5344866,The CastellsSacred,NULL
The Castells,So This Is Love,fd98f0e5b1d3fb4d48ac11b8788f278f852f81cb?cid=e5d3592c12cd45889d547046f5344866,The CastellsSo This Is Love,NULL
The Castle Sisters,Goodbye Dad,cae1ac1fcdb1393e86dc0e485a9dd8e322a8474b?cid=e5d3592c12cd45889d547046f5344866,The Castle SistersGoodbye Dad,NULL
,,,The Chad Mitchell TrioLizzie Borden,NULL
,,,The Chad Mitchell TrioThe John Birch Society,NULL
,,,The Chad Mitchell TrioThe Marvelous Toy,NULL
The Chainsmokers,Call You Mine (with Bebe Rexha),3cd5a38c225dd3d4d67bf53f42b97a873785b34a?cid=e5d3592c12cd45889d547046f5344866,The Chainsmokers & Bebe RexhaCall You Mine,NULL
The Chainsmokers,Who Do You Love (with 5 Seconds of Summer),e3ef260cdfe18ac3e66226ce235843469ea69b87?cid=e5d3592c12cd45889d547046f5344866,The Chainsmokers Featuring 5 Seconds Of SummerWho Do You Love,NULL
The Chainsmokers,Side Effects,d7d498ab8ab8b3930bdf054fab2cf62762703413?cid=e5d3592c12cd45889d547046f5344866,The Chainsmokers Featuring Emily WarrenSide Effects,NULL
The Chainsmokers,This Feeling,c30eb8833d9d5e9bb377a0521fffc02b80388cf1?cid=e5d3592c12cd45889d547046f5344866,The Chainsmokers Featuring Kelsea BalleriniThis Feeling,NULL
The Chainsmokers,All We Know,179c414697a1599fbda0e8a1ba8c3f8764adeb34?cid=e5d3592c12cd45889d547046f5344866,The Chainsmokers Featuring Phoebe RyanAll We Know,NULL
The Chainsmokers,Roses,551ca104a8e572832a6873d5d6b205c430e291fd?cid=e5d3592c12cd45889d547046f5344866,The Chainsmokers Featuring RozesRoses,NULL
Sandro Martinez Featuring Sandra,Setting Fires - The Chainsmokers Feat Xylo Tribute,ab5003c8c28832335286d1bc3494e23422798a6d?cid=e5d3592c12cd45889d547046f5344866,The Chainsmokers Featuring XYLOSetting Fires,NULL
Hoang Rapper,Lắc Kêu - (Selfie Version feat. The Chainsmokers),c90d29bc3d402a02cf9e95426995d455627fc49e?cid=e5d3592c12cd45889d547046f5344866,The Chainsmokers#SELFIE,NULL
The Chainsmokers,Everybody Hates Me,252700bc2b7b85bd42eb1d3e643aa10f92315342?cid=e5d3592c12cd45889d547046f5344866,The ChainsmokersEverybody Hates Me,NULL
The Chainsmokers,Honest,d6c79611acbbc230a95d54689dc932d216c1e294?cid=e5d3592c12cd45889d547046f5344866,The ChainsmokersHonest,NULL
The Chainsmokers,Paris,2524797ca9b06a157f21199be68f0f0e94f71661?cid=e5d3592c12cd45889d547046f5344866,The ChainsmokersParis,NULL
The Chainsmokers,Sick Boy,a2e3e0b89d2623af24f3b69780dcd0ed75fb816c?cid=e5d3592c12cd45889d547046f5344866,The ChainsmokersSick Boy,NULL
The Chainsmokers,The One,09ec5f0483dec2197bb6a4e1700eaf4a71789ca8?cid=e5d3592c12cd45889d547046f5344866,The ChainsmokersThe One,NULL
The Chakachas,Jungle Fever,b8b91c0ec608cab319a54347d8298327f643be05?cid=e5d3592c12cd45889d547046f5344866,The ChakachasJungle Fever,NULL
The Chambers Brothers,I Can't Turn You Loose,8500b1cf9263ec5b268901e7efb7c5321d882797?cid=e5d3592c12cd45889d547046f5344866,The Chambers BrothersI Can't Turn You Loose,NULL
The Chambers Brothers,Time Has Come Today,30341033830a4d720dd880b806644f3f1acd1218?cid=e5d3592c12cd45889d547046f5344866,The Chambers BrothersTime Has Come Today,NULL
The Chambers Brothers,Wake Up - from the motion picture "The April Fools",73ea3571c9b0b47465c17cffd40d0084b09f60a4?cid=e5d3592c12cd45889d547046f5344866,The Chambers BrothersWake Up,NULL
,,,The Champs' Boys OrchestraTubular Bells,NULL
The Champs,Chariot Rock,400875bcf597bdce2a4c3f9c3a70a1ba9c6e5046?cid=e5d3592c12cd45889d547046f5344866,The ChampsChariot Rock,NULL
The Champs,Limbo Rock,3c879e766cb9e7454e4db556afb20abbca13ddc1?cid=e5d3592c12cd45889d547046f5344866,The ChampsLimbo Dance,NULL
The Champs,Limbo Rock,bc2c3dc112dcdb7eaa5f09a0537654534d2828d3?cid=e5d3592c12cd45889d547046f5344866,The ChampsLimbo Rock,NULL
The Champs,Midnighter,7a31639457543250a56d6fb8a0ee2f5fbd1d1a24?cid=e5d3592c12cd45889d547046f5344866,The ChampsMidnighter,NULL
The Champs,Tequila Twist,6bc7b22617e4fa375b47f1241f9b4d84747559de?cid=e5d3592c12cd45889d547046f5344866,The ChampsTequila Twist,NULL
The Champs,Too Much Tequila,05a366e306588bbe1fb13bf59cf6a2ebdfdda219?cid=e5d3592c12cd45889d547046f5344866,The ChampsToo Much Tequila,NULL
,,,The Changin' TimesPied Piper,NULL
The Chantels,Eternally,5af44e751f6f1abd5a10af673253b1c285d26f3d?cid=e5d3592c12cd45889d547046f5344866,The ChantelsEternally,NULL
The Chantels,Look in My Eyes - Stereo Version,fa1bf12a3ac3f22409c8861bbee8e3a682b0e67c?cid=e5d3592c12cd45889d547046f5344866,The ChantelsLook In My Eyes,NULL
The Chantels,|Well, I Told You|,c88f5f3c1c0c65fe0b655a39802ff8ef454329c3?cid=e5d3592c12cd45889d547046f5344866,|The ChantelsWell, I Told You|,NULL
The Chanters,|No, No, No|,68f5b7e88261d2041a08fd0d61baaa80a57a40ff?cid=e5d3592c12cd45889d547046f5344866,|The ChantersNo, No, No|,NULL
,,,The ChargersOld MacDonald,NULL
Charles Randolph Grean Sounde,No. ! At The "Blue Whale",625a033dc064bb72b5a0da9ce6f1bb1dfd6b346f?cid=e5d3592c12cd45889d547046f5344866,The Charles Randolph Grean SoundeQuentin's Theme,NULL
The Charlie Daniels Band,In America,e70a19355cc8a845d10470fc7788c2d9ff27d5cb?cid=e5d3592c12cd45889d547046f5344866,The Charlie Daniels BandIn America,NULL
The Charlie Daniels Band,Long Haired Country Boy,9991734483d288dcd8cc2c4c4e356d8539b6588e?cid=e5d3592c12cd45889d547046f5344866,The Charlie Daniels BandLong Haired Country Boy,NULL
The Charlie Daniels Band,Still In Saigon,5a7e8ebc5e29621d238d0559ecc36c734b46792e?cid=e5d3592c12cd45889d547046f5344866,The Charlie Daniels BandStill In Saigon,NULL
The Charlie Daniels Band,Texas,9ed045fe06ec9b3d06348e55ca223b717d240449?cid=e5d3592c12cd45889d547046f5344866,The Charlie Daniels BandTexas,NULL
The Charlie Daniels Band,The Devil Went Down to Georgia,1b27e97c4003928162d8be2bacd72632056d95d1?cid=e5d3592c12cd45889d547046f5344866,The Charlie Daniels BandThe Devil Went Down To Georgia,NULL
The Charlie Daniels Band,The Legend Of Wooley Swamp,18d07520acb3707d7efc24bb0e100cea52aa2bb7?cid=e5d3592c12cd45889d547046f5344866,The Charlie Daniels BandThe Legend Of Wooley Swamp,NULL
The Charlie Daniels Band,The South's Gonna Do It Again,73e85c4359f417efbeee3b7b9dbee806922cc161?cid=e5d3592c12cd45889d547046f5344866,The Charlie Daniels BandThe South's Gonna Do It,NULL
,,,The CharmettesPlease Don't Kiss Me Again,NULL
The CDM Chartbreakers,She Wouldn't Be Gone,7b4465af9321cbd1e53c058ea021490159ee8cb8?cid=e5d3592c12cd45889d547046f5344866,The ChartbustersShe's The One,NULL
The Chartbusters,Why (Doncha Be My Girl),176f5a63fadb2b8027c87ea2ec4dd5854f0903ef?cid=e5d3592c12cd45889d547046f5344866,The ChartbustersWhy (Doncha Be My Girl),NULL
,,,|The Checkmates, Ltd. Featuring Sonny CharlesProud Mary|,NULL
,,,|The Checkmates, Ltd.Love Is All I Have To Give|,NULL
The Kids Beat Band,Strut,9367e7d12bbea6d4cd9a928cea2d2c17a0f4b2b5?cid=e5d3592c12cd45889d547046f5344866,The Cheetah GirlsStrut,NULL
The Kids Beat Band,The Party's Just Begun,86b18651e1545238a7176faf29a117f1ddd8443a?cid=e5d3592c12cd45889d547046f5344866,The Cheetah GirlsThe Party's Just Begun,NULL
Rowdy Heart Music,Setting Sun,742df95237256db557188a50e12a18d7feb3ae84?cid=e5d3592c12cd45889d547046f5344866,The Chemical BrothersSetting Sun,NULL
The Cherry People,And Suddenly,d741d0fda7004eb784b63ecc7b9c6d5984fb3857?cid=e5d3592c12cd45889d547046f5344866,The Cherry PeopleAnd Suddenly,NULL
The Chi-Lites,(For God's Sake) Give More Power To The People,e6d56add4e9409e78f087a02053a013c05af8c38?cid=e5d3592c12cd45889d547046f5344866,The Chi-lites(For God's Sake) Give More Power To The People,NULL
The Chi-Lites,A Letter To Myself,949a6b466c2a18a36514325ee85123468e4bbdd5?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesA Letter To Myself,NULL
,,,The Chi-litesA Lonely Man/The Man & The Woman (The Boy & The Girl),NULL
The Chi-Lites,Are You My Woman? (Tell Me So),2fc856b5ea5be4c9d4615381e3634e47cc7e39ee?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesAre You My Woman? (Tell Me So),NULL
The Chi-Lites,Give It Away,a10cde5abae1bc7a681b23b57965ee04e106e843?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesGive It Away,NULL
The Chi-Lites,Have You Seen Her,6ca27dbe4b9b557c9f036af315202bc25cde8f93?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesHave You Seen Her,NULL
The Chi-Lites,Homely Girl,78eeb2960e50dc8c0f3a7dd92e91034be25236db?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesHomely Girl,NULL
The Chi-Lites,I Found Sunshine,5f45d3c14e3dc8cc07a5081d878dad13f16825b3?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesI Found Sunshine,NULL
The Chi-Lites,I Like Your Lovin' (Do You Like Mine),54e4bc2d6169f278327579c7586f2a8be9d778f2?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesI Like Your Lovin' (Do You Like Mine),NULL
The Chi-Lites,I Want To Pay You Back (For Loving Me),5708e6713880ebf8ae42fde2ac7bc60b868b76a8?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesI Want To Pay You Back (For Loving Me),NULL
,,,The Chi-litesIt's Time For Love,NULL
The Chi-Lites,Let Me Be The Man My Daddy Was,43aa1d1ad56acd4815b53e946e7b3ec37ac0cee9?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesLet Me Be The Man My Daddy Was,NULL
,,,The Chi-litesMy Heart Just Keeps On Breakin',NULL
,,3728c02e485e95a15434aa02b470475d2c990852?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesOh Girl,5tcR6nVpY1JRDyDcK0K60f
The Chi-Lites,Stoned Out Of My Mind,2c52b4f0321db00535868f56ff3aec39fe96ddda?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesStoned Out Of My Mind,NULL
The Chi-Lites,The Coldest Days Of My Life (Part 1),ce044cf5220443b841ce03d1882162d77bfc892c?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesThe Coldest Days Of My Life (Part 1),NULL
The Chi-Lites,There Will Never Be Any Peace (Until God Is Seated At The Conference Table),d74db20deee82040b06d3a10f4a0577a6029e72f?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesThere Will Never Be Any Peace (Until God Is Seated At The Conference Table),NULL
,,,The Chi-litesToby/that's How Long,NULL
The Chi-Lites,We Are Neighbors,969ea835dd14857b937fce2498d906f6ebcacb8b?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesWe Are Neighbors,NULL
The Chi-Lites,We Need Order,77a8e1e6af35126bd83c787c3b08d7f84cab6948?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesWe Need Order,NULL
The Chi-Lites,You Got To Be The One,986cfbc055726f357b6c342e5d12511a8a7bd4c2?cid=e5d3592c12cd45889d547046f5344866,The Chi-litesYou Got To Be The One,NULL
,,,The Chicago Bears Shufflin' CrewThe Super Bowl Shuffle,NULL
,,,The Chicago Loop(When She Needs Good Lovin') She Comes To Me,NULL
,,,The ChiffonsA Love So Fine,NULL
,,b6c327c8c40b71cec0e087e4c88f916db667c3e7?cid=e5d3592c12cd45889d547046f5344866,The ChiffonsHe's So Fine,2Bs1Lw9LX8hBm70t1iGdlh
,,,The ChiffonsI Have A Boyfriend,NULL
,,,The ChiffonsNobody Knows What's Goin' On (In My Mind But Me),NULL
The Chiffons,One Fine Day - Live in Pittsburg,8cd315348f917430991489202ad8a2588645e8e7?cid=e5d3592c12cd45889d547046f5344866,The ChiffonsOne Fine Day,NULL
,,,The ChiffonsOut Of This World,NULL
,,,The ChiffonsSailor Boy,NULL
,,,|The ChiffonsStop, Look And Listen|,NULL
The Chiffons,Sweet Talkin' Guy,5d6b73c27d60be6f2509ebc0f07a5271d2088236?cid=e5d3592c12cd45889d547046f5344866,The ChiffonsSweet Talkin' Guy,NULL
,,,The ChiffonsTonight's The Night,NULL
The Chimes,1-2-3,1f7b78f44fd6546c5361f50ae0a7f7918de1e8e3?cid=e5d3592c12cd45889d547046f5344866,The Chimes1-2-3,NULL
The Chimes,I'm in the Mood for Love,ef6b83b25d3a859137d243b49647dcd6a49ef92f?cid=e5d3592c12cd45889d547046f5344866,The ChimesI'm In The Mood For Love,NULL
,,,The ChimesOnce In Awhile,NULL
,,,The Chipmunks With David SevilleThe Alvin Twist,NULL
Alvin & The Chipmunks,The Chipmunk Song - Christmas Don't Be Late,60e38b5a10dcbbea2e7d5742ccfb29e40cfdea6c?cid=e5d3592c12cd45889d547046f5344866,The Chipmunks With David SevilleThe Chipmunk Song,NULL
,,,The Choice FourWhen You're Young And In Love,NULL
The Choir,It's Cold Outside,fc14eb9290c119d9801138c0e1f400b340f11e23?cid=e5d3592c12cd45889d547046f5344866,The ChoirIt's Cold Outside,NULL
